Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
SARS-CoV-2 seroprevalence among a southern U.S. population indicates limited asymptomatic spread under physical distancing measures,Barzin A.; Schmitz J.L.; Rosin S.; Sirpal R.; Almond M.; Robinette C.; Wells S.; Hudgens M.; Olshan A.; Deen S.; Krejci P.; Quackenbush E.; Chronowski K.; Cornaby C.; Goins J.; Butler L.; Aucoin J.; Boyer K.; Faulk J.; Alston-Johnson D.; Page C.; Zhou Y.; Fiscus L.; Damania B.; Dittmer D.P.; Peden D.B. ,"Characterizing the asymptomatic spread of SARS-CoV-2 is important for understanding the COVID-19 pandemic. This study was aimed at determining asymptomatic spread of SARS-CoV-2 in a suburban, Southern U.S. population during a period of state restrictions and physical distancing mandates. This is one of the first published seroprevalence studies from North Carolina and included multicenter, primary care, and emergency care facilities serving a low-density, suburban and rural population since description of the North Carolina state index case introducing the SARS-CoV-2 respiratory pathogen to this population. To estimate point seroprevalence of SARS-CoV-2 among asymptomatic individuals over time, two cohort studies were examined. The first cohort study, named ScreenNC, was comprised of outpatient clinics, and the second cohort study, named ScreenNC2, was comprised of inpatients unrelated to COVID-19. Asymptomatic infection by SARS-CoV-2 (with no clinical symptoms) was examined using an Emergency Use Authorization (EUA)-approved antibody test (Abbott) for the presence of SARS-CoV-2 IgG. This assay as performed under CLIA had a reported specificity/sensitivity of 100%/99.6%. ScreenNC identified 24 out of 2,973 (0.8%) positive individuals among asymptomatic participants accessing health care during 28 April to 19 June 2020, which was increasing over time. A separate cohort, ScreenNC2, sampled from 3 March to 4 June 2020, identified 10 out of 1,449 (0.7%) positive participants. IMPORTANCE This study suggests limited but accelerating asymptomatic spread of SARS-CoV-2. Asymptomatic infections, like symptomatic infections, disproportionately affected vulnerable communities in this population, and seroprevalence was higher in African American participants than in White participants. The low, overall prevalence may reflect the success of shelter-in-place mandates at the time this study was performed and of maintaining effective physical distancing practices among suburban populations. Under these public health measures and aggressive case finding, outbreak clusters did not spread into the general population.Copyright © 2020 Barzin et al.",2020,/,mBio,11,5,1-8,,http://dx.doi.org/10.1128/mBio.02426-20,2005155143,#39345,Barzin 2020,"",""
"Estimated Seroprevalence of SARS-CoV-2 Antibodies Among Adults in Orange County, California","Bruckner, Tim-Allen; Parker, Daniel; Bartell, Scott; Vieira, Veronica; Khan, Saahir; Noymer, Andrew; Drum, Emily; Albala, Bruce; Zahn, Matthew; Boden-Albala, Bernadette",,2020,,,,,,PPR224473,10.1101/2020.10.07.20208660,,#40064,Bruckner 2020,"",""
Prevalence and Longevity of SARS-CoV-2 Antibodies in Healthcare Workers: A Single Center Study,"Brant-Zawadzki, Michael; Fridman, Deborah; Robinson, Philip; Zahn, Matthew; Chau, Clayton; German, Randy; Breit, Marcus; Burke, Elmira; Bock, Jason; Hara, Junko",,2020,,,,,,PPR224414,10.1101/2020.10.09.20210229,,#40117,Brant-Zawadzki 2020,"",""
SARS-CoV-2 seroprevalence among parturient women in Philadelphia,Flannery D.D.; Gouma S.; Dhudasia M.B.; Mukhopadhyay S.; Pfeifer M.R.; Woodford E.C.; Gerber J.S.; Arevalo C.P.; Bolton M.J.; Weirick M.E.; Goodwin E.C.; Anderson E.M.; Greenplate A.R.; Kim J.; Han N.; Pattekar A.; Dougherty J.; Kuthuru O.; Mathew D.; Baxter A.E.; Vella L.A.; Weaver J.; Verma A.; Leite R.; Morris J.S.; Rader D.J.; Elovitz M.A.; Wherry E.J.; Puopolo K.M.; Hensley S.E. ,"Limited data are available for pregnant women affected by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Serological tests are critically important for determining SARS-CoV-2 exposures within both individuals and populations. We validated a SARS-CoV-2 spike receptor binding domain serological test using 834 pre-pandemic samples and 31 samples from COVID-19-recovered donors. We then completed SARS-CoV-2 serological testing of 1293 parturient women at two centers in Philadelphia from 4 April to 3 June 2020. We found 80 of 1293 (6.2%) of parturient women had immunoglobulin G (IgG) and/or IgM SARS-CoV-2-specific antibodies. We found race/ethnicity differences in seroprevalence rates, with higher rates in Black/non-Hispanic and Hispanic/Latino women. Of the 72 seropositive women who also received nasopharyngeal polymerase chain reaction testing during pregnancy, 46 (64%) were positive. Continued serologic surveillance among pregnant women may inform perinatal clinical practices and can potentially be used to estimate exposure to SARS-CoV-2 within the community.Copyright © 2020 American Association for the Advancement of Science. All rights reserved.",2020,/,Science Immunology,5,49,5709,,http://dx.doi.org/10.1126/SCIIMMUNOL.ABD5709,2007665834,#38694,Flannery 2020,"",""
Seroprevalence of anti-SARS-CoV-2 IgG at the epidemic peak in French Guiana,"Flamand, Claude; Enfissi, Antoine; Bailly, Sarah; ALVES SARMENTO, Christelle; Beillard, Emmanuel; Gaillet, Melanie; Michaud, Celine; Servas, Veronique; Clement, Nathalie; Perilhou, Anais; Carage, Thierry; Musso, Didier; Carod, Jean-Francois; Eustache, Stephanie; Tourbillon, Celine; Boizon, Elodie; James, Samantha; Djossou, Felix; Salje, Henrik; Cauchemez, Simon; Rousset, Dominique",,2020,,,,,,PPR219340,10.1101/2020.09.27.20202465,,#40155,Flamand 2020,"",""
"Seroprevalence and Risk Factors of SARS CoV-2 in Health Care Workers of Tertiary-Care Hospitals in the Province of Khyber Pakhtunkhwa, Pakistan","Haq, Mohsina; Rehman, Asif; Noor, Muhammad; Ahmed, Jawad; Ahmad, Junaid; irfan, Muhammad; Anwar, Saeed; Ahmad, Sajjad; Amin, Said; Rahim, Fawad; Haq, Najib Ul",,2020,,,,,,PPR220787,10.1101/2020.09.29.20203125,,#40079,Haq 2020,"",""
Testing the backbone of the healthcare system: a prospective serological-epidemiological cohort study of healthcare workers in rural Germany,"Hoffmann, Stephanie; Spallek, Jacob; Gremmels, Heinz-Detlef; Schiebel, Juliane; Hufert, Frank",,2020,,,,,,PPR220081,10.21203/rs.3.rs-84703/v1,,#40059,Hoffmann 2020,"",""
Antibody dynamics to SARS-CoV-2 in asymptomatic COVID-19 infections.,"Lei, Qing; Li, Yang; Hou, Hong-Yan; Wang, Feng; Ouyang, Zhu-Qing; Zhang, Yandi; Lai, Dan-Yun; Jo-Lewis, Banga Ndzouboukou; Xu, Zhao-Wei; Zhang, Bo; Chen, Hong; Xue, Jun-Biao; Lin, Xiao-Song; Zheng, Yun-Xiao; Yao, Zong-Jie; Wang, Xue-Ning; Yu, Cai-Zheng; Jiang, He-Wei; Zhang, Hai-Nan; Qi, Huan; Guo, Shu-Juan; Huang, Sheng-Hai; Sun, Zi-Yong; Tao, Sheng-Ce; Fan, Xiong-Lin","BACKGROUND: The missing asymptomatic COVID-19 infections have been overlooked because of the imperfect sensitivity of the nucleic acid testing (NAT). Globally understanding the humoral immunity in asymptomatic carriers will provide scientific knowledge for developing serological tests, improving early identification, and implementing more rational control strategies against the pandemic., MEASURE: Utilizing both NAT and commercial kits for serum IgM and IgG antibodies, we extensively screened 11,766 epidemiologically suspected individuals on enrollment and 63 asymptomatic individuals were detected and recruited. 63 healthy individuals and 51 mild patients without any preexisting conditions were set as controls. Serum IgM and IgG profiles were further probed using a SARS-CoV-2 proteome microarray and neutralizing antibody was detected by a pseudotyped virus neutralization assay system. The dynamics of antibodies were analyzed with exposure time or symptoms onset., RESULTS: A combination test of NAT and serological testing for IgM antibody with discovered 55.5% of the total of 63 asymptomatic infections, which significantly raises the detection sensitivity when compared with the NAT alone (19%). Serum proteome microarray analysis demonstrated that asymptomatics mainly produced IgM and IgG antibodies against S1 and N proteins out of 20 proteins of SARS-CoV-2. Different from strong and persistent N specific antibodies, S1 specific IgM responses, which evolved in asymptomatic individuals as early as the seventh day after exposure, peaked on days from 17d to 25d, and then disappeared in two months, might be used as an early diagnostic biomarker. 11.8% (6/51) mild patients and 38.1% (24/63) asymptomatic individuals did not produce neutralizing antibody. In particular, neutralizing antibody in asymptomatics gradually vanished in two months., CONCLUSION: Our findings might have important implications for the definition of asymptomatic COVID-19 infections, diagnosis, serological survey, public health and immunization strategies. Copyright This article is protected by copyright. All rights reserved.",2020,/,Allergy,,"39c, 7804028",,,https://dx.doi.org/10.1111/all.14622,33040337,#42201,Lei 2020,"",""
Seroprevalence of SARS-COV-2 Antibodies in Scottish Healthcare Workers,"Abo-Leyah, Hani; Gallant, Stephanie; Cassidy, Diane; Giam, Yan Hui; Killick, Justin; Marshall, Beth; Hay, Gordon; Pembridge, Thomas; Strachan, Rachel; Gallant, Natalie; Parcell, Benjamin; George, Jacob; Furrie, Elizabeth; Chalmers, James Duncan",,2020,,,,,,PPR221531,10.1101/2020.10.02.20205641,,#40111,Abo-Leyah 2020,"",""
Prevalence of SARS-CoV-2 antibodies in a large nationwide sample of patients on dialysis in the USA: a cross-sectional study,Anand S.; Montez-Rath M.; Han J.; Bozeman J.; Kerschmann R.; Beyer P.; Parsonnet J.; Chertow G.M. ,"BACKGROUND: Many patients receiving dialysis in the USA share the socioeconomic characteristics of underserved communities, and undergo routine monthly laboratory testing, facilitating a practical, unbiased, and repeatable assessment of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) seroprevalence. METHOD(S): For this cross-sectional study, in partnership with a central laboratory that receives samples from approximately 1300 dialysis facilities across the USA, we tested the remainder plasma of 28 503 randomly selected adult patients receiving dialysis in July, 2020, using a spike protein receptor binding domain total antibody chemiluminescence assay (100% sensitivity, 99.8% specificity). We extracted data on age, sex, race and ethnicity, and residence and facility ZIP codes from the anonymised electronic health records, linking patient-level residence data with cumulative and daily cases and deaths per 100 000 population and with nasal swab test positivity rates. We standardised prevalence estimates according to the overall US dialysis and adult population, and present estimates for four prespecified strata (age, sex, region, and race and ethnicity). FINDINGS: The sampled population had similar age, sex, and race and ethnicity distribution to the US dialysis population, with a higher proportion of older people, men, and people living in majority Black and Hispanic neighbourhoods than in the US adult population. Seroprevalence of SARS-CoV-2 was 8.0% (95% CI 7.7-8.4) in the sample, 8.3% (8.0-8.6) when standardised to the US dialysis population, and 9.3% (8.8-9.9) when standardised to the US adult population. When standardised to the US dialysis population, seroprevalence ranged from 3.5% (3.1-3.9) in the west to 27.2% (25.9-28.5) in the northeast. Comparing seroprevalent and case counts per 100 000 population, we found that 9.2% (8.7-9.8) of seropositive patients were diagnosed. When compared with other measures of SARS-CoV-2 spread, seroprevalence correlated best with deaths per 100 000 population (Spearman's rho=0.77). Residents of non-Hispanic Black and Hispanic neighbourhoods experienced higher odds of seropositivity (odds ratio 3.9 [95% CI 3.4-4.6] and 2.3 [1.9-2.6], respectively) compared with residents of predominantly non-Hispanic white neighbourhoods. Residents of neighbourhoods in the highest population density quintile experienced increased odds of seropositivity (10.3 [8.7-12.2]) compared with residents of the lowest density quintile. County mobility restrictions that reduced workplace visits by at least 5% in early March, 2020, were associated with lower odds of seropositivity in July, 2020 (0.4 [0.3-0.5]) when compared with a reduction of less than 5%. INTERPRETATION: During the first wave of the COVID-19 pandemic, fewer than 10% of the US adult population formed antibodies against SARS-CoV-2, and fewer than 10% of those with antibodies were diagnosed. Public health efforts to limit SARS-CoV-2 spread need to especially target racial and ethnic minority and densely populated communities. FUNDING: Ascend Clinical Laboratories.Copyright © 2020 Elsevier Ltd. All rights reserved.",2020,/,"Lancet (London, England)",,"(Anand, Montez-Rath, Han) Division of Nephrology, Stanford University, Palo Alto, CA, USA(Bozeman, Kerschmann, Beyer) Ascend Clinical Laboratory, Redwood City, CA, USA(Parsonnet) Division of Infectious Diseases & Geographic Medicine, Stanford University, ",,,http://dx.doi.org/10.1016/S0140-6736%2820%2932009-2,633036567,#39281,Anand 2020,"",""
"Seroprevalence of SARS-CoV-2 IgG antibodies, in Corsica (France), April and June 2020","Capai, Lisandru; Ayhan, Nazli; Masse, Shirley; Canarelli, Jean; Priet, Stephane; Simeoni, Marie-Helene; Charrel, Remi; de Lamballerie, Xavier; Falchi, Alessandra",,2020,,,,,,PPR220800,10.1101/2020.09.29.20201368,,#40182,Capai 2020,"",""
